Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY13-14,2014/01/04,5298,Planner 3-Environmental Review,21,COMMN,7295,"3,208","3,899",0,40.1,42.1125,44.2125,46.425,48.7375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1051,IS Business Analyst-Assistant,21,SFMTA,1051A (SFMTA),"2,445","3,075",,30.5625,31.35,32.0875,33.2,34.05,34.8875,35.75,36.6125,37.5375,38.4375,,,,,,,,,,
FY14-15,2014/10/11,2802,Epidemiologist 1,21,SFMTA,6815,"2,539","3,087",,31.7375,33.325,35,36.75,38.5875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8532,"Sprv Prob Ofc, Juv Crt (SFERS)",965,COMMN,7370,"3,327","4,044",0,41.5875,43.6625,45.85,48.1375,50.55,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7514,General Laborer,261,COMMN,6335,"2,009","2,442",,25.1125,26.375,27.6875,29.075,30.525,,,,,,,,,,,,,,,
FY12-13,2012/07/01,6248,Electrical Inspector,6,SFMTA,7380,"3,346","4,067",,41.825,43.9125,46.1125,48.4125,50.8375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1246,Principal Personnel Analyst,22,COMMN,1246B,"3,862","4,695",6,48.275,50.7,53.225,55.8875,58.6875,60.125,61.6125,63.1375,,,,,,,,,,,,
FY13-14,2014/03/29,2656,Chef,790,COMMN,6580,"2,264","2,752",0,28.3,29.7125,31.2,32.7625,34.4,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8213,Police Services Aide,790,COMMN,6500,"2,178","2,647",0,27.225,28.5875,30.0125,31.5125,33.0875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6270,Housing Inspector,21,COMMN,7440,"3,446","4,188",0,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1310,Public Relations Assistant,790,COMMN,6240,"1,918","2,332",,23.975,25.175,26.4375,27.7625,29.15,,,,,,,,,,,,,,,
FY12-13,2012/07/01,9156,Senior Claims Investigator,200,SFMTA,7445,"3,453","4,197",,43.1625,45.325,47.5875,49.975,52.4625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1764,Mail & Reproduction Svc Sprv,790,COMMN,6745,"2,454","2,983",,30.675,32.2125,33.825,35.5125,37.2875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1003,IS Operator-Senior,21,SFMTA,6435,"2,110","2,564",,26.375,27.6875,29.075,30.525,32.05,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5320,Illustrator and Art Designer,21,COMMN,6775,"2,490","3,027",0,31.125,32.675,34.3125,36.025,37.8375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,9328,Apprentice Pile Worker I,34,COMMN,9328A,"2,038","2,717",0,25.475,27.5875,29.7125,31.8375,33.9625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1360,Special Assistant 1,21,COMMN,5745,"1,510","1,831",0,18.875,19.8,20.775,21.8,22.8875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,5260,Architectural Assistant 1,21,SFMTA,6665,"2,360","2,868",,29.5,30.975,32.525,34.15,35.85,,,,,,,,,,,,,,,
FY15-16,2015/10/10,5502,Project Manager 1,21,SFMTA,5502H,"4,952","4,952",2,61.9,63.4375,65.0125,66.65,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1936,Senior Storekeeper,790,COMMN,6250,"1,927","2,342",0,24.0875,25.2875,26.55,27.875,29.275,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8190,"Attorney, Tax Collector",311,COMMN,8555,"5,934","7,213",,74.175,77.8875,81.775,85.875,90.1625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7228,Automotive Trnst Shop Sprv 1,130,SFMTA-Negotiated,7228D,"4,546","4,546",,56.825,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5148,Water Operations Analyst,39,COMMN,5148D,"4,941","4,941",,61.7625,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1849,"Prog Mgr, Bus & Econ Develop",2,SFMTA,1849D,"3,934","3,934",,49.175,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H110,Marine Engineer of Fire Boats,799,Suppression,H110C,"4,702","4,702",,58.7782,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1662,Patient Accounts Asst Sprv,790,SFMTA,6590,"2,274","2,764",,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3480,Farmers Market Manager,790,COMMN,6510,"2,188","2,660",0,27.35,28.7125,30.15,31.6625,33.25,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1095,IT Operations Support Admin V,21,COMMN,7535,"3,608","4,385",,45.1,47.35,49.725,52.2,54.8125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,7303,Barber,250,SFMTA,6290,"1,965","2,388",,24.5625,25.7875,27.075,28.425,29.85,,,,,,,,,,,,,,,
FY14-15,2014/10/11,6122,Sr Environmental Hlth Insp,251,SFMTA,7550,"3,633","4,416",,45.4125,47.6875,50.075,52.575,55.2,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8240,Pub Safety Communication Coord,21,COMMN,7335,"3,273","3,978",,40.9125,42.95,45.1,47.35,49.725,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1362,Special Assistant 3,21,SFMTA,5985,"1,694","2,058",,21.175,22.225,23.3375,24.5,25.725,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1406,Senior Clerk,790,SFMTA,1406H,"1,823","2,215",6,22.7875,23.925,25.1125,26.375,27.6875,27.7625,30.4375,28.9875,33.5625,32.3625,,,,,,,,,,
FY15-16,2015/10/10,3434,Arborist Technician,261,SFMTA,3434H,"2,365","3,241",,29.5625,31.0375,32.5875,34.2125,35.925,33.325,35,36.75,38.5875,40.5125,,,,,,,,,,
FY13-14,2014/03/29,7381,Automotive Mechanic,130,COMMN,7381B,"3,012","3,012",0,37.65,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6334,Chief Building Inspector,929,COMMN,7840,"4,188","5,090",,52.35,54.9625,57.7125,60.6,63.625,,,,,,,,,,,,,,,
FY12-13,2012/07/01,2576,Sprv Clincal Psychologist,1,SFMTA,7515,"3,574","4,343",,44.675,46.9,49.25,51.7125,54.2875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9122,Transit Information Clerk,790,SFMTA-Negotiated,6420,"2,094","2,545",,26.175,27.4875,28.8625,30.3,31.8125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7342,Locksmith,236,SFMTA,7025,"2,813","3,418",,35.1625,36.9125,38.7625,40.7,42.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2944,Protective Services Supervisor,535,COMMN,2944C,"3,199","4,082",,39.9875,41.9875,44.0875,46.3,48.6,51.025,,,,,,,,,,,,,,
FY13-14,2014/01/04,1930,Warehouse Worker,790,SFMTA,6110,"1,800","2,188",,22.5,23.625,24.8125,26.05,27.35,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1950,Assistant Purchaser,21,SFMTA,6425,"2,099","2,551",,26.2375,27.55,28.925,30.375,31.8875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7284,Utility Plumber Supervisor 2,38,SFMTA,7610,"3,744","4,551",,46.8,49.1375,51.6,54.175,56.8875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5215,Fire Protection Engineer,21,COMMN,7835,"4,176","5,076",0,52.2,54.8125,57.55,60.4375,63.45,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7326,Glazier,718,SFMTA,6920,"2,672","3,248",,33.4,35.075,36.825,38.6625,40.6,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1721,Senior Data Entry Operator,790,SFMTA,6140,"1,827","2,221",,22.8375,23.975,25.175,26.4375,27.7625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1440,Medical Transcriber Typist,790,COMMN,6330,"2,004","2,435",0,25.05,26.3,27.6125,28.9875,30.4375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,H018,Coord of Community Service,798,Suppression,H18G0,"5,063","5,063",,51.9815,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1248,"Asst Deputy Director, HR",351,SFMTA,7810,"4,128","5,018",,51.6,54.175,56.8875,59.7375,62.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9241,Airport Electrician Supervisor,6,COMMN,7510,"3,566","4,334",,44.575,46.8,49.1375,51.6,54.175,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7372,"Stationary Eng, Sewage Plant",39,SFMTA,7372C,"3,287","3,287",,41.0875,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3633,Librarian 2 - Asian Arts,790,SFMTA,7120,"2,946","3,581",,36.825,38.6625,40.6,42.625,44.7625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7126,Mech Shop & Equip Supt,130,COMMN,7410,"3,396","4,128",,42.45,44.575,46.8,49.1375,51.6,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1812,Assistant Retirement Analyst,790,COMMN,6810,"2,533","3,080",,31.6625,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1446,Secretary 2,790,SFMTA,6405,"2,079","2,527",,25.9875,27.2875,28.65,30.0875,31.5875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9141,Transit Manager 2,200,SFMTA,7595,"3,714","4,514",0,46.425,48.7375,51.175,53.7375,56.425,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7382,Automotive Mechanic Asst Sprv,130,COMMN,7382B,"3,629","3,629",0,45.3625,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7259,Water & Power Maint Sprv 1,790,SFMTA,6850,"2,582","3,138",,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7352,"AprntStnry Eng,WtrTreatPlnt II",39,SFMTA,7352H,"3,144","3,514",,39.3,41.6125,43.925,,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,8193,Chief Atty1 (Civil & Criminal),311,SFMTA,8940,"7,162","8,706",,89.525,94,98.7,103.6375,108.825,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7317,Senior Water Service Inspector,38,COMMN,7590,"3,703","4,500",,46.2875,48.6,51.025,53.575,56.25,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1246,Principal Personnel Analyst,22,SFMTA,1246Y (SFMTA),"3,788","4,604",,47.35,49.725,52.2,54.8125,57.55,58.9625,60.4375,61.9,,,,,,,,,,,,
FY13-14,2014/03/29,6124,Pr Environmental Hlth Insp,251,COMMN,7640,"3,799","4,617",0,47.4875,49.8625,52.35,54.9625,57.7125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1375,Special Assistant 16,351,COMMN,7985,"4,492","5,460",,56.15,58.9625,61.9,65,68.25,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2464,Senior Microbiologist,856,COMMN,7340,"3,282","3,989",,41.025,43.075,45.225,47.4875,49.8625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7342,Locksmith,236,SFMTA,6960,"2,726","3,313",,34.075,35.775,37.5625,39.4375,41.4125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,6335,Disability Access Coordinator,21,SFMTA,8145,"4,859","5,906",,60.7375,63.7625,66.9625,70.3,73.825,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1813,Senior Benefits Analyst,790,SFMTA,7070,"2,874","3,493",,35.925,37.725,39.6125,41.5875,43.6625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7218,Asbestos Abatement Worker 2,790,COMMN,7218D,"3,047","3,047",,38.0875,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9151,"Real Estate Devt. Mgr, SFMTA",21,SFMTA,7665,"3,844","4,672",0,48.05,50.45,52.975,55.6125,58.4,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9912,Public Service Aide-Technical,790,SFMTA,4840,979,"1,185",,12.2375,12.8375,13.475,14.1375,14.8125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2514,Orthopedic Technician 1,250,COMMN,6360,"2,033","2,472",0,25.4125,26.6875,28.025,29.425,30.9,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7226,Carpenter Supervisor 1,236,SFMTA,7330,"3,263","3,966",,40.7875,42.825,44.9625,47.2125,49.575,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7371,Electrical Transit System Mech,6,SFMTA,6810,"2,533","3,080",0,31.6625,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7377,Stage Electrician,16,SFMTA,7000,"2,779","3,378",,34.7375,36.475,38.3,40.2125,42.225,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1005,IS Operator-Supervisor,21,SFMTA,6945,"2,706","3,289",,33.825,35.5125,37.2875,39.15,41.1125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1054,IS Business Analyst-Principal,21,SFMTA,1054G,"3,948","4,965",,49.35,50.575,51.8,53.6125,54.9125,56.2375,57.6375,59.1,60.55,62.0625,,,,,,,,,,
FY14-15,2014/10/11,1766,Media Production Tech,16,COMMN,6345,"2,019","2,454",,25.2375,26.5,27.825,29.2125,30.675,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7337,Main Machinist Asst Sprv,130,SFMTA,7090,"2,902","3,527",,36.275,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1931,Senior Parts Storekeeper,790,SFMTA,6530,"2,209","2,685",,27.6125,28.9875,30.4375,31.9625,33.5625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7273,Communications Line Wrk Sprv 2,6,SFMTA,7470,"3,493","4,246",,43.6625,45.85,48.1375,50.55,53.075,,,,,,,,,,,,,,,
FY15-16,2015/07/01,AB44,"Cfdntal Chf Atty 2,(Cvl&Crmnl)",2,SFMTA,8945,"7,178","8,725",,89.725,94.2125,98.9125,103.8625,109.0625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2554,Therapy Aide,250,SFMTA,6710,"2,412","2,933",,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8181,Assistant Chief Attorney 1,311,SFMTA,8695,"6,351","7,720",,79.3875,83.35,87.525,91.9,96.5,,,,,,,,,,,,,,,
FY15-16,2015/10/10,3520,Museum Preparator,790,SFMTA,6195,"1,876","2,281",,23.45,24.625,25.8625,27.15,28.5125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2310,Surgical Procedures Technician,250,COMMN,6590,"2,274","2,764",0,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1762,Senior Offset Machine Operator,790,SFMTA,6230,"1,909","2,319",,23.8625,25.05,26.3,27.6125,28.9875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7282,Street Repair Supervisor 2,261,COMMN,7220,"3,093","3,760",0,38.6625,40.6,42.625,44.7625,47,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5288,Transit Planner 2,21,SFMTA,6965,"2,732","3,320",,34.15,35.85,37.65,39.525,41.5,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2587,Health Worker 3,790,SFMTA,6380,"2,053","2,496",,25.6625,26.95,28.3,29.7125,31.2,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1004,IS Operator-Analyst,21,SFMTA,6725,"2,430","2,953",,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1014,IS Technician-Supervisor,21,SFMTA,7005,"2,786","3,387",,34.825,36.575,38.4,40.325,42.3375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,3610,Library Assistant,790,SFMTA,6145,"1,831","2,226",,22.8875,24.0375,25.2375,26.5,27.825,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1232,Training Officer,21,SFMTA,7085,"2,896","3,520",,36.2,38.0125,39.9125,41.9125,44,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9922,PS Aide to Prof,790,SFMTA,9922Y (SFMTA),"1,489","1,489",,18.6125,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7410,Automotive Service Worker,252,COMMN,6295,"1,970","2,395",0,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3618,Library Technical Assistant 2,790,COMMN,6690,"2,388","2,902",0,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7255,Power House Electrician Sprv 1,6,COMMN,7390,"3,359","4,082",,41.9875,44.0875,46.2875,48.6,51.025,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1760,Offset Machine Operator,790,COMMN,6215,"1,895","2,303",0,23.6875,24.875,26.1125,27.425,28.7875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1704,Communications Dispatcher 1,790,SFMTA,6080,"1,773","2,156",,22.1625,23.275,24.4375,25.6625,26.95,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9155,Claims Investigator,200,SFMTA,7305,"3,226","3,921",,40.325,42.3375,44.4625,46.675,49.0125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8149,Asst Chf Dist Atty's Invstgtor,419,SFMTA,8149Y (SFMTA),"3,547","4,527",,44.3375,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,,
FY14-15,2014/07/01,9143,Sr Opers Mgr,351,SFMTA,8105,"4,766","5,794",,59.575,62.5625,65.6875,68.975,72.425,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1379,Special Assistant 20,351,SFMTA,8545,"5,905","7,178",,73.8125,77.5125,81.375,85.45,89.725,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3425,Senior Integrated Pest Mgmt Sp,261,COMMN,6865,"2,602","3,162",0,32.525,34.15,35.85,37.65,39.525,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9209,Community Police Services Aide,790,COMMN,6340,"2,014","2,449",0,25.175,26.4375,27.7625,29.15,30.6125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,4213,ASR-Office Assistant,790,COMMN,4213Y,"1,723","2,094",6,21.5375,22.6125,23.7375,24.925,26.175,28.7875,29.075,,,,,,,,,,,,,
FY13-14,2013/07/01,8326,"Asst Dir, Log Cabin Rnch",351,COMMN,6920,"2,672","3,248",0,33.4,35.075,36.825,38.6625,40.6,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9342,Ornamental Iron Wrk Sprv 1,377,COMMN,7150,"2,989","3,633",,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3630,Librarian 1,790,COMMN,6830,"2,557","3,108",0,31.9625,33.5625,35.2375,37,38.85,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1031,IS Trainer-Assistant,21,COMMN,6485,"2,161","2,627",0,27.0125,28.3625,29.7875,31.275,32.8375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1042,IS Engineer-Journey,21,SFMTA,1042D,"3,649","4,591",,45.6125,46.7625,47.9,49.575,50.8375,52.0625,53.3375,54.6375,56.0375,57.3875,,,,,,,,,,
FY15-16,2015/10/10,2576,Sprv Clincal Psychologist,1,SFMTA,7700,"3,910","4,753",,48.875,51.325,53.8875,56.5875,59.4125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3541,Curator 1,251,COMMN,6290,"1,965","2,388",,24.5625,25.7875,27.075,28.425,29.85,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7203,Bldg & Grounds Maint Sprv,39,COMMN,7203B,"3,709","3,709",0,46.3625,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7210,Mobile Equipment Supervisor,3,SFMTA,7275,"3,179","3,862",,39.7375,41.7125,43.7875,45.9875,48.275,,,,,,,,,,,,,,,
FY13-14,2013/07/01,R025,HousingConstructionSpec (SFRA),RD2,COMMN,R025A,"3,654","4,442",0,45.675,47.9625,50.35,52.875,55.525,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1630,Account Clerk,790,SFMTA,6020,"1,723","2,094",,21.5375,22.6125,23.7375,24.925,26.175,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1163,Ex Asst to the Dir of Health,351,COMMN,7905,"4,323","5,255",0,54.0375,56.7375,59.575,62.5625,65.6875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1440,Medical Transcriber Typist,790,COMMN,6310,"1,985","2,412",0,24.8125,26.05,27.35,28.7125,30.15,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2933,Conservatorship/Case Mgt Sprv,790,SFMTA,7260,"3,155","3,836",,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY15-16,2015/10/10,6319,Senior Const Inspector,21,SFMTA,7550,"3,633","4,416",,45.4125,47.6875,50.075,52.575,55.2,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1408,Principal Clerk,790,SFMTA,6580,"2,264","2,752",,28.3,29.7125,31.2,32.7625,34.4,,,,,,,,,,,,,,,
FY13-14,2014/01/04,9914,Public Service Aide-Admin,790,COMMN,9914A,"1,384","1,384",0,17.3,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2555,Physical Therapist Assistant,21,SFMTA,2555Y (SFMTA),"2,435","3,263",,30.4375,31.9625,33.5625,35.2375,37,38.85,40.7875,,,,,,,,,,,,,
FY14-15,2014/07/01,1021,IS Administrator 1,21,SFMTA,6525,"2,204","2,679",,27.55,28.925,30.375,31.8875,33.4875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1704,Communications Dispatcher 1,790,SFMTA,6140,"1,827","2,221",,22.8375,23.975,25.175,26.4375,27.7625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7221,Asphalt Plant Supervisor 1,3,COMMN,7185,"3,041","3,696",0,38.0125,39.9125,41.9125,44,46.2,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7349,Steamfitter Supervisor I,38,COMMN,7450,"3,460","4,206",,43.25,45.4125,47.6875,50.075,52.575,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1033,IS Trainer-Senior,21,SFMTA,7285,"3,194","3,881",,39.925,41.9125,44,46.2125,48.5125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2716,Custodial Assistant Supervisor,790,COMMN,6280,"1,955","2,377",,24.4375,25.6625,26.95,28.3,29.7125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7428,Hodcarrier,36,SFMTA,6640,"2,332","2,835",,29.15,30.6125,32.1375,33.75,35.4375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1952,Purchaser,21,COMMN,6865,"2,602","3,162",0,32.525,34.15,35.85,37.65,39.525,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9206,Airport Property Specialist 1,21,COMMN,7300,"3,217","3,910",0,40.2125,42.225,44.3375,46.55,48.875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6321,Permit Technician I,790,COMMN,6010,"1,714","2,084",0,21.425,22.5,23.625,24.8125,26.05,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9135,Passenger Service Specialist,200,SFMTA,6435,"2,110","2,564",0,26.375,27.6875,29.075,30.525,32.05,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7308,Cable Splicer,6,COMMN,7270,"3,169","3,851",0,39.6125,41.5875,43.6625,45.85,48.1375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1429,Nurses Staffing Assistant,250,SFMTA,6160,"1,844","2,242",,23.05,24.2,25.4125,26.6875,28.025,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2292,Shelter Veterinarian,164,COMMN,2292Y,"3,503","4,581",0,43.7875,45.9875,48.275,50.7,53.225,55.8875,57.2625,,,,,,,,,,,,,
FY14-15,2014/10/11,7108,Heavy Equip Ops Asst Sprv,3,SFMTA,7340,"3,282","3,989",,41.025,43.075,45.225,47.4875,49.8625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6249,Senior Electrical Inpsector,6,SFMTA,7600,"3,724","4,527",,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2708,Custodian,790,SFMTA,5965,"1,678","2,038",,20.975,22.0125,23.1125,24.2625,25.475,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8146,District Attry's Investigator,419,COMMN,8146A,"3,093","3,948",0,38.6625,40.6,42.625,44.7625,47,49.35,,,,,,,,,,,,,,
FY12-13,2012/07/01,8193,Chief Atty1 (Civil & Criminal),311,SFMTA,8755,"6,542","7,952",,81.775,85.875,90.1625,94.675,99.4,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2488,Supv Chemist,21,COMMN,7515,"3,574","4,343",0,44.675,46.9,49.25,51.7125,54.2875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8263,Crime Lab Mgr,351,COMMN,8075,"4,695","5,707",,58.6875,61.6125,64.7,67.9375,71.3375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7364,Power House Operator,6,SFMTA-Negotiated,6735,"2,442","2,969",,30.525,32.05,33.6625,35.3375,37.1125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5381,StdntDsgn Train2/Arch/Eng/Plng,21,COMMN,5381A,"2,071","2,071",0,25.8875,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2915,Program Specialist Supervisor,535,SFMTA,7110,"2,933","3,566",,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2230,Physician Specialist,164,COMMN,2230Y,"5,275","7,554",0,65.9333,69.2667,72.6958,76.35,80.175,83.0792,86.1583,88.825,91.5875,94.425,,,,,,,,,,
FY12-13,2012/07/01,6230,Street Inspector,21,SFMTA,6675,"2,371","2,882",,29.6375,31.125,32.675,34.3125,36.025,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8444,Deputy Probation Officer,651,COMMN,8444B,"2,253","3,652",0,28.1625,29.5,30.9625,32.5,34.1,35.7875,37.55,39.4625,41.3625,43.475,45.65,,,,,,,,,
FY15-16,2015/07/01,1369,Special Assistant 10,21,SFMTA,7155,"2,997","3,643",,37.4625,39.3375,41.3,43.375,45.5375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,6252,Line Inspector,6,SFMTA,7380,"3,346","4,067",,41.825,43.9125,46.1125,48.4125,50.8375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8165,Worker's Comp Supervisor 1,790,SFMTA,7350,"3,295","4,006",,41.1875,43.25,45.4125,47.6875,50.075,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6235,Heating/Ventilating Inspector,104,SFMTA,7440,"3,446","4,188",,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1773,Media Training Specialist,200,SFMTA-Negotiated,7065,"2,868","3,486",,35.85,37.65,39.525,41.5,43.575,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2325,Nurse Midwife,791,COMMN,2325B,"4,649","7,255",0,58.1125,61,64.075,67.2625,70.675,72.8,75.075,77.3875,79.7875,82.25,64.075,67.2625,70.675,74.2125,77.9,80.1875,82.7,85.25,87.9125,90.6875
FY13-14,2014/03/29,1942,Asst Materials Coordinator,1,COMMN,7185,"3,041","3,696",0,38.0125,39.9125,41.9125,44,46.2,,,,,,,,,,,,,,,
